game_id,season,week,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_id,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,349,(9:08) J.Garoppolo pass short left to D.Adams pushed ob at LV 43 for 12 yards (Q.Walker).,1,09:08,2,12,LV,GB,LV,31,0,0,N,C,-1,SINGLEBACK,2x2,CROSS,TRUE,DESIGNED_ROLLOUT_RIGHT,5.88000011444092,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,12,12,0.883388062939048,1.45777018903755,0.581282321363688,0.418717678636312,0.0232431292533875,-0.0232431292533875
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,2040,(12:57) J.Garoppolo pass short left intended for J.Meyers INTERCEPTED by R.Ford at LV 46. R.Ford to LV 37 for 9 yards (A.Hooper).,3,12:57,2,13,LV,GB,LV,37,10,3,N,IN,9,SINGLEBACK,3x1,CROSS,TRUE,TRADITIONAL,8.03999996185303,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,1.37198646645993,-5.18595056282356,0.786037269979715,0.213962730020285,-0.111614622175694,0.111614622175694
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,1425,(4:09) (Shotgun) J.Love pass short left intended for R.Doubs INTERCEPTED by R.Spillane at GB 31. R.Spillane pushed ob at GB 7 for 24 yards (J.Reed).,2,04:09,1,10,GB,LV,GB,25,7,3,N,IN,6,SHOTGUN,2x2,IN,TRUE,TRADITIONAL,1.38999998569489,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,1.21578127285466,-6.76601168431807,0.658609997481108,0.341390002518892,0.12491287663579,-0.12491287663579
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,2681,(2:38) (Shotgun) J.Garoppolo pass short middle to D.Adams to GB 16 for 21 yards (I.McDuffie).,3,02:38,2,10,LV,GB,GB,37,10,13,N,C,7,EMPTY,3x2,SLANT,FALSE,TRADITIONAL,3.42000007629395,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,21,21,3.21277009067126,1.86380728427321,0.515382323414087,0.484617676585913,0.0764393918216228,-0.0764393918216228
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,2399,"(7:15) J.Love pass deep left to C.Watson to LV 6 for 77 yards (M.Peters). PENALTY on LV-M.Peters, Horse Collar Tackle, 3 yards, enforced at LV 6.",3,07:15,1,10,GB,LV,GB,17,10,10,N,C,33,SINGLEBACK,3x1,CORNER,TRUE,DESIGNED_ROLLOUT_LEFT,5.28999996185303,OUTSIDE_LEFT,7,ZONE_COVERAGE,COVER_3_ZONE,3,77,80,0.892328653484583,5.43793959915638,0.536339286714792,0.463660713285208,-0.207814574241638,0.207814574241638
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,1487,(3:20) (Shotgun) J.Garoppolo pass short left to J.Jacobs to GB 8 for no gain (K.Nixon).,2,03:20,2,8,LV,GB,GB,8,7,3,N,C,1,SHOTGUN,3x1,FLAT,FALSE,TRADITIONAL,2.91000008583069,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,0,0,4.87422197271371,-0.984255766787101,0.770815502852201,0.229184497147799,-0.019267488270998,0.019267488270998
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,2305,(8:21) (Shotgun) J.Garoppolo pass incomplete short right to M.Mayer [P.Smith].,3,08:21,1,10,LV,GB,LV,28,10,10,N,I,13,SHOTGUN,2x2,CROSS,FALSE,SCRAMBLE,3.01999998092651,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_6_ZONE,,0,0,1.54121237620711,-0.623162788804621,0.586932189762592,0.413067810237408,-0.0149976424872875,0.0149976424872875
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,3076,(9:19) J.Love pass short right intended for C.Watson INTERCEPTED by R.Spillane (M.Peters) at LV 38. R.Spillane to LV 42 for 4 yards (P.Taylor).,4,09:19,2,17,GB,LV,LV,47,17,13,N,IN,9,SINGLEBACK,2x2,HITCH,TRUE,TRADITIONAL,7,INSIDE_BOX,7,ZONE_COVERAGE,COVER_4_ZONE,,0,0,2.00319567311089,-4.16827800765168,0.65180966258049,0.34819033741951,0.150753699243069,-0.150753699243069
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,1207,(8:28) (Shotgun) J.Garoppolo pass short right to J.Meyers to GB 25 for 10 yards (Er.Wilson).,2,08:28,3,5,LV,GB,GB,35,0,3,N,C,5,SHOTGUN,2x2,HITCH,FALSE,TRADITIONAL,2.83999991416931,INSIDE_BOX,5,ZONE_COVERAGE,COVER_2_ZONE,,10,10,2.84581712004729,1.50818041781895,0.54470606148243,0.45529393851757,0.0458382442593575,-0.0458382442593575
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,2656,(2:44) T.Munford reported in as eligible.  J.Garoppolo pass incomplete short left to J.Meyers (R.Douglas).,3,02:44,1,10,LV,GB,GB,37,10,13,N,I,12,SINGLEBACK,3x1,CROSS,FALSE,TRADITIONAL,7.84000015258789,INSIDE_BOX,8,ZONE_COVERAGE,COVER_3_ZONE,,0,0,3.76418365864083,-0.551413567969576,0.546854972839355,0.453145027160645,-0.0314726494252682,0.0314726494252682
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,3685,"(1:27) (No Huddle, Shotgun) J.Love pass incomplete short left to P.Taylor.",4,01:27,2,2,GB,LV,LV,40,17,13,N,I,0,SHOTGUN,2x2,FLAT,FALSE,TRADITIONAL,3.17000007629395,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,0,0,2.92756590829231,-0.421991085459013,0.661724914982915,0.338275085017085,0.0547078983237346,-0.0547078983237346
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,933,(13:34) (Shotgun) J.Love pass short middle to P.Taylor to GB 21 for 2 yards (D.Deablo).,2,13:34,2,13,GB,LV,GB,19,0,3,N,C,1,SHOTGUN,2x2,ANGLE,FALSE,TRADITIONAL,2.66000008583069,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,2,2,0.110135972499847,-0.837895184755325,0.479321584105492,0.520678415894508,0.0219091884791851,-0.0219091884791851
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,403,(7:59) J.Garoppolo pass short right to A.Hooper to LV 47 for 4 yards (K.Nixon).,1,07:59,2,10,LV,GB,LV,43,0,0,N,C,2,SINGLEBACK,2x2,FLAT,FALSE,DESIGNED_ROLLOUT_RIGHT,5.75,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,4,4,1.81096550403163,-0.554785863729194,0.603922117501497,0.396077882498503,-0.0117570720613003,0.0117570720613003
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,803,(:19) J.Garoppolo pass incomplete short left to J.Meyers (R.Douglas).,1,00:19,2,5,LV,GB,GB,40,0,3,N,I,15,SINGLEBACK,2x2,GO,FALSE,DESIGNED_ROLLOUT_LEFT,3.97000002861023,INSIDE_BOX,7,MAN_COVERAGE,COVER_1_MAN,,0,0,3.16294004837982,-0.909220208413899,0.549180585891008,0.450819414108992,-0.0343028269708157,0.0343028269708157
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,3630,(1:47) (Shotgun) J.Love pass short left to L.Musgrave to LV 40 for 8 yards (T.Hall; R.Spillane).,4,01:47,1,10,GB,LV,LV,48,17,13,N,C,-2,EMPTY,3x2,FLAT,FALSE,TRADITIONAL,4.05999994277954,INSIDE_BOX,4,ZONE_COVERAGE,COVER_6_ZONE,,8,8,2.54494734236505,0.38261856592726,0.693969526359191,0.306030473640809,-0.0322446113762755,0.0322446113762755
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,295,"(10:21) J.Garoppolo pass short right to M.Mayer pushed ob at LV 33 for 20 yards (R.Douglas, D.Savage).",1,10:21,1,10,LV,GB,LV,13,0,0,N,C,-1,SINGLEBACK,3x1,CROSS,TRUE,TRADITIONAL,3.73000001907349,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,20,20,0.45661605335772,1.39635350578465,0.560804817825556,0.439195182174444,0.0415493063628674,-0.0415493063628674
2023100900,2023,5,10/09/2023,20:15:00,LV,GB,1600,(2:00) (Shotgun) J.Love pass incomplete short right to P.Taylor.,2,02:00,2,11,GB,LV,GB,24,10,3,N,I,0,SHOTGUN,3x1,FLAT,FALSE,SCRAMBLE,3.09999990463257,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,0.590423824964091,-0.602771157864481,0.739764925092459,0.260235074907541,0.0136822126805782,-0.0136822126805782
