game_id,season,week,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_id,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,461,(7:30) J.Goff pass short right to J.Reynolds to KC 45 for 21 yards (T.McDuffie).,1,07:30,1,10,DET,KC,DET,34,0,0,N,C,13,SINGLEBACK,3x1,POST,TRUE,TRADITIONAL,4.71999979019165,INSIDE_BOX,7,ZONE_COVERAGE,COVER_6_ZONE,,21,21,1.92613148875535,1.34563262574375,0.544618390500546,0.455381609499454,-0.0294154658913612,0.0294154658913612
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,101,(14:25) (Shotgun) J.Goff pass incomplete deep right to J.Reynolds.,1,14:25,3,3,DET,KC,DET,32,0,0,N,I,22,SHOTGUN,2x2,CORNER,FALSE,TRADITIONAL,2.13000011444092,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,0.927020542323589,-2.14544250350446,0.590425703674555,0.409574296325445,0.0497195683419704,-0.0497195683419704
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,713,(2:11) (Shotgun) P.Mahomes pass incomplete short left to N.Gray (A.Anzalone).,1,02:11,2,8,KC,DET,KC,27,0,7,N,I,4,SHOTGUN,2x2,OUT,FALSE,TRADITIONAL,3.53999996185303,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,0.948263925034553,-0.873873966280371,0.409554831683636,0.590445168316364,-0.0261344760656357,0.0261344760656357
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,361,(10:06) (Shotgun) J.Goff pass short left to M.Jones to DET 17 for 5 yards (J.Reid) [F.Anudike-Uzomah].,1,10:06,3,7,DET,KC,DET,12,0,0,N,C,5,SHOTGUN,3x1,HITCH,FALSE,TRADITIONAL,3.02999997138977,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_4_ZONE,,5,5,-1.04915959946811,-0.862062418367714,0.606310438364744,0.393689561635256,0.0195246487855911,-0.0195246487855911
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,736,(2:06) (Shotgun) P.Mahomes pass deep right to Ju.Watson to KC 46 for 19 yards (K.Joseph).,1,02:06,3,8,KC,DET,KC,27,0,7,N,C,18,SHOTGUN,3x1,CORNER,FALSE,TRADITIONAL,6.57999992370605,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,19,19,0.0743899587541819,2.71753888227977,0.383420355618,0.616579644382,0.079081654548645,-0.079081654548645
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,436,(8:09) (Shotgun) J.Goff pass short left to A.St. Brown to DET 34 for 13 yards (J.Reid).,1,08:09,2,9,DET,KC,DET,21,0,0,N,C,6,SHOTGUN,2x2,SLANT,FALSE,TRADITIONAL,2.54999995231628,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,13,13,0.312204233370721,1.61392725538462,0.575536642223597,0.424463357776403,-0.0309182517230511,0.0309182517230511
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,194,(12:56) (Shotgun) P.Mahomes pass short left to J.McKinnon to KC 31 for 10 yards (M.Rodriguez).,1,12:56,3,2,KC,DET,KC,21,0,0,N,C,6,SHOTGUN,2x2,ANGLE,FALSE,TRADITIONAL,3.85999989509583,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,10,10,0.121504719369113,1.7025630902499,0.582476176321507,0.417523823678493,0.0472772046923637,-0.0472772046923637
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,219,(12:20) (Shotgun) P.Mahomes pass short left to N.Gray to KC 36 for 5 yards (A.Anzalone).,1,12:20,1,10,KC,DET,KC,31,0,0,N,C,4,SHOTGUN,2x2,HITCH,FALSE,TRADITIONAL,2.36999988555908,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,5,5,1.82406780961901,0.0893515208736062,0.62975338101387,0.37024661898613,0.000420115888118744,-0.000420115888118744
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,621,"(2:52) (Shotgun) J.Goff pass short right to A.St. Brown for 9 yards, TOUCHDOWN.",1,02:52,3,6,DET,KC,KC,9,0,0,N,C,3,SHOTGUN,2x2,CROSS,FALSE,TRADITIONAL,3.60999989509583,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,9,9,4.14996876695659,2.85003123304341,0.47885313257575,0.52114686742425,-0.0519592724740505,0.0519592724740505
2023090700,2023,1,09/07/2023,20:20:00,KC,DET,530,(5:36) (Shotgun) J.Goff pass short right to A.St. Brown to KC 19 for 5 yards (L.Chenal; L.Sneed).,1,05:36,1,10,DET,KC,KC,24,0,0,N,C,4,SHOTGUN,2x2,OUT,FALSE,TRADITIONAL,2.07999992370605,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,5,5,4.61495715333149,0.0313836394343525,0.464003995060921,0.535996004939079,0.000945653766393661,-0.000945653766393661
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,661,(1:10) (Shotgun) B.Young pass short middle intended for H.Hurst INTERCEPTED by J.Bates at CAR 20. J.Bates to CAR 17 for 3 yards (J.Mingo).,1,01:10,2,16,CAR,ATL,CAR,8,0,0,N,IN,12,SHOTGUN,2x2,IN,FALSE,TRADITIONAL,1.24000000953674,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,0,0,-0.829997296445072,-4.18603467824869,0.593315001577139,0.406684998422861,0.0747044682502747,-0.0747044682502747
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,1046,"(12:59) (Shotgun) D.Ridder pass short right to M.Hollins to ATL 24 for 9 yards (F.Luvu). Carolina challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #2.)",2,12:59,3,10,ATL,CAR,ATL,15,7,0,N,C,9,SHOTGUN,2x2,SLANT,FALSE,TRADITIONAL,0.400000005960464,INSIDE_BOX,5,ZONE_COVERAGE,COVER_6_ZONE,,9,9,-0.631093478295952,-0.254713372793049,0.74669218622148,0.25330781377852,0.00185219570994377,-0.00185219570994377
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,1300,(8:28) (Shotgun) B.Young pass short left to A.Thielen to ATL 41 for 3 yards (D.Alford).,2,08:28,2,11,CAR,ATL,ATL,44,7,0,N,C,3,SHOTGUN,2x2,IN,FALSE,TRADITIONAL,1.62000000476837,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,3,3,2.08068967424333,-0.250358112971298,0.71805926412344,0.28194073587656,0.0078793428838253,-0.0078793428838253
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,927,(14:01) (Shotgun) D.Ridder pass incomplete short left to D.London.,2,14:01,1,10,ATL,CAR,ATL,15,7,0,N,I,6,PISTOL,2x2,HITCH,FALSE,TRADITIONAL,0.75,INSIDE_BOX,7,MAN_COVERAGE,COVER_1_MAN,,0,0,0.832016862928867,-0.661026147659868,0.765143644064665,0.234856355935335,-0.00183059088885784,0.00183059088885784
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,842,(14:52) (Shotgun) B.Young pass incomplete deep right to H.Hurst (R.Grant).,2,14:52,2,10,CAR,ATL,CAR,25,7,0,N,I,17,PISTOL,3x1,IN,FALSE,SCRAMBLE,2.25,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_4_ZONE,,0,0,0.572321074549109,-0.900782882701606,0.740481659770012,0.259518340229988,0.0156641434878111,-0.0156641434878111
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,1240,"(9:46) (Shotgun) B.Young pass short middle to T.Marshall to ATL 43 for 11 yards (D.Alford, T.Andersen).",2,09:46,2,8,CAR,ATL,CAR,46,7,0,N,C,6,SHOTGUN,2x2,SLANT,FALSE,TRADITIONAL,2.38000011444092,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,11,11,2.07942252466455,0.933441879344173,0.728458896279335,0.271541103720665,-0.0299749188125134,0.0299749188125134
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,1193,"(11:04) (Shotgun) B.Young pass short middle to H.Hurst to CAR 44 for 11 yards (T.Flowers, J.Bates).",2,11:04,3,2,CAR,ATL,CAR,33,7,0,N,C,11,SHOTGUN,3x1,IN,FALSE,TRADITIONAL,2.27999997138977,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,11,11,0.968171938555315,1.50713103171438,0.746743559837341,0.253256440162659,-0.0366892926394939,0.0366892926394939
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,1325,(7:48) (Shotgun) B.Young pass short left to J.Mingo pushed ob at ATL 32 for 9 yards (T.Flowers).,2,07:48,3,8,CAR,ATL,ATL,41,7,0,N,C,9,SHOTGUN,2x2,OUT,FALSE,TRADITIONAL,2.96000003814697,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,9,9,1.83033156127203,1.97889166313689,0.725938607007265,0.274061392992735,-0.0513796173036098,0.0513796173036098
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,185,"(12:18) (Shotgun) B.Young pass short middle to T.Marshall to ATL 44 for 12 yards (J.Bates, A.Terrell).",1,12:18,2,6,CAR,ATL,CAR,44,0,0,N,C,11,SHOTGUN,2x2,IN,FALSE,TRADITIONAL,2.29999995231628,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,12,12,2.33136972947977,0.979371952824295,0.527746677398682,0.472253322601318,-0.0211745649576187,0.0211745649576187
2023091000,2023,1,09/10/2023,13:00:00,ATL,CAR,877,(14:46) (Shotgun) B.Young pass short left to C.Hubbard pushed ob at CAR 32 for 7 yards (T.Andersen).,2,14:46,3,10,CAR,ATL,CAR,25,7,0,N,C,1,SHOTGUN,3x1,FLAT,FALSE,SCRAMBLE,2.80999994277954,OUTSIDE_LEFT,6,ZONE_COVERAGE,COVER_4_ZONE,,7,7,-0.328461808152497,-0.898603648878634,0.756145803257823,0.243854196742177,0.00899430923163891,-0.00899430923163891
2023091001,2023,1,09/10/2023,13:00:00,BAL,HOU,166,(14:22) L.Jackson pass short right to I.Likely to BLT 16 for 4 yards (D.Stingley).,1,14:22,2,6,BAL,HOU,BAL,12,0,0,N,C,-2,SINGLEBACK,3x1,FLAT,TRUE,DESIGNED_ROLLOUT_RIGHT,7.17000007629395,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,4,4,0.019435744266957,-0.152379963546991,0.782460667192936,0.217539332807064,0.00345038622617722,-0.00345038622617722
2023091001,2023,1,09/10/2023,13:00:00,BAL,HOU,1368,"(11:50) (No Huddle, Shotgun) C.Stroud pass short middle to R.Woods to HST 37 for 13 yards (M.Williams).",2,11:50,3,2,HOU,BAL,HOU,24,7,0,N,C,11,SHOTGUN,2x2,SLANT,FALSE,TRADITIONAL,1.48000001907349,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,13,13,0.343677043449134,1.61136758653447,0.875569520518184,0.124430479481816,-0.0131452362984419,0.0131452362984419
2023091001,2023,1,09/10/2023,13:00:00,BAL,HOU,407,"(10:15) (Shotgun) L.Jackson pass short right to Z.Flowers to HST 28 for no gain (J.Pitre, H.To'oTo'o).",1,10:15,2,2,BAL,HOU,HOU,28,0,0,N,C,-1,PISTOL,3x1,SCREEN,TRUE,TRADITIONAL,0.0799999982118607,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,4.4347496581031,-0.608260042499751,0.849496612325311,0.150503387674689,-0.00604783743619919,0.00604783743619919
2023091001,2023,1,09/10/2023,13:00:00,BAL,HOU,559,(7:20) (Shotgun) C.Stroud pass incomplete short right to D.Schultz.,1,07:20,1,10,HOU,BAL,HOU,15,0,0,N,I,4,SHOTGUN,2x2,OUT,FALSE,TRADITIONAL,2.99000000953674,INSIDE_BOX,8,MAN_COVERAGE,COVER_1_MAN,,0,0,0.667681382969022,-0.662511540576816,0.769223537296057,0.230776462703943,0.00983103737235069,-0.00983103737235069
